Rooms,Car,Regionlabel,Suburb_Target_Price,Council_Area_Encoded,Type_Encoded,Method_Encoded,Bedroom-to-bathroom Ratio,Land-to-building Ratio,Age of Building,Distance_Category,Age of Building Log
4,2.0,5,1644684.6265943865,1.0,0.0,1.0,1.3333333333333333,0.5048309178743962,74.0,Medium,4.30406509320417
4,1.0,5,1644684.6265943865,1.0,0.0,1.0,2.0,0.27586206896551724,89.0,Medium,4.48863636973214
4,1.0,5,1644684.6265943865,1.0,0.0,1.0,2.0,0.4003466204506066,84.0,Medium,4.430816798843313
4,2.0,5,1644684.6265943865,1.0,0.0,1.0,2.5,0.401854714064915,99.0,Medium,4.59511985013459
4,2.0,5,1644684.6265943865,1.0,0.0,1.0,2.0,0.26330532212885155,99.0,Medium,4.59511985013459
2,1.0,5,1032888.4719056428,1.0,2.0,1.0,2.0,inf,64.0,Medium,4.1588830833596715
3,2.0,5,1032888.4719056428,1.0,0.0,1.0,1.0,0.356234096692112,74.0,Medium,4.30406509320417
3,3.0,5,1032888.4719056428,1.0,0.0,1.0,3.0,0.18181818181818182,54.0,Medium,3.9889840465642745
2,1.0,5,1032888.4719056428,1.0,2.0,1.0,2.0,0.4930875576036866,30.0,Medium,3.4011973816621555
3,1.0,5,1032888.4719056428,1.0,1.0,1.0,1.5,inf,19.0,Medium,2.9444389791664403
2,1.0,5,1032888.4719056428,12.0,2.0,1.0,2.0,0.31627906976744186,17.0,Medium,2.833213344056216
3,2.0,5,1032888.4719056428,1.0,0.0,1.0,1.5,0.25597269624573377,74.0,Medium,4.30406509320417
4,2.0,5,1032888.4719056428,12.0,0.0,1.0,2.0,inf,22.0,Medium,3.091042453358316
4,2.0,5,1396371.4194148204,2.0,0.0,0.0,2.0,0.6624605678233438,19.0,Near,2.9444389791664403
4,1.0,5,1396371.4194148204,2.0,0.0,1.0,2.0,0.6994047619047619,119.0,Near,4.77912349311153
1,1.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,74.0,Near,4.30406509320417
3,1.0,5,1396371.4194148204,2.0,2.0,1.0,3.0,0.6740331491712708,55.0,Near,4.007333185232471
2,1.0,5,1396371.4194148204,2.0,2.0,0.0,1.0,0.9647058823529412,10.0,Near,2.302585092994046
1,1.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,29.0,Near,3.367295829986474
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,94.0,Near,4.543294782270004
3,1.0,5,1396371.4194148204,2.0,0.0,1.0,1.5,0.3826086956521739,84.0,Near,4.430816798843313
2,2.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,64.0,Near,4.1588830833596715
1,1.0,5,1396371.4194148204,2.0,2.0,0.0,1.0,inf,54.0,Near,3.9889840465642745
3,0.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.4954128440366973,134.0,Near,4.897839799950911
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,10.0,Near,2.302585092994046
1,0.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,58.0,Near,4.060443010546419
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,0.06978879706152434,21.0,Near,3.044522437723423
3,1.0,5,1396371.4194148204,2.0,0.0,1.0,1.5,0.45454545454545453,86.0,Near,4.454347296253507
3,0.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.3879310344827586,124.0,Near,4.820281565605037
2,1.0,5,1396371.4194148204,2.0,2.0,3.0,2.0,inf,54.0,Near,3.9889840465642745
3,2.0,5,1396371.4194148204,2.0,2.0,0.0,1.0,inf,25.0,Near,3.2188758248682006
3,1.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.2845953002610966,114.0,Near,4.736198448394496
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,64.0,Near,4.1588830833596715
1,1.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,20.0,Near,2.995732273553991
3,1.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.42735042735042733,114.0,Near,4.736198448394496
1,1.0,5,1396371.4194148204,2.0,2.0,4.0,1.0,inf,64.0,Near,4.1588830833596715
3,1.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.38011695906432746,124.0,Near,4.820281565605037
1,1.0,5,1396371.4194148204,2.0,2.0,4.0,1.0,inf,84.0,Near,4.430816798843313
4,2.0,5,1396371.4194148204,2.0,0.0,1.0,2.0,0.3308270676691729,134.0,Near,4.897839799950911
1,1.0,5,1396371.4194148204,2.0,2.0,0.0,1.0,inf,74.0,Near,4.30406509320417
4,3.0,5,1396371.4194148204,2.0,2.0,4.0,2.0,0.8695652173913043,22.0,Near,3.091042453358316
5,3.0,5,1396371.4194148204,2.0,0.0,1.0,2.0,0.2750809061488673,134.0,Near,4.897839799950911
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,0.06551410373066424,59.0,Near,4.07753744390572
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,11.0,Near,2.3978952727983707
4,1.0,5,1396371.4194148204,2.0,0.0,1.0,2.0,0.7935779816513762,134.0,Near,4.897839799950911
5,3.0,5,1396371.4194148204,2.0,0.0,0.0,1.25,0.3411764705882353,94.0,Near,4.543294782270004
3,1.0,5,1396371.4194148204,2.0,2.0,1.0,3.0,inf,54.0,Near,3.9889840465642745
3,0.0,5,1396371.4194148204,2.0,0.0,0.0,1.5,0.7474747474747475,114.0,Near,4.736198448394496
3,2.0,5,1396371.4194148204,2.0,2.0,4.0,1.5,inf,10.0,Near,2.302585092994046
3,2.0,5,1396371.4194148204,2.0,0.0,3.0,1.0,2.022727272727273,13.0,Near,2.5649493574615367
2,1.0,5,1396371.4194148204,2.0,2.0,0.0,2.0,inf,84.0,Near,4.430816798843313
3,1.0,5,1396371.4194148204,2.0,2.0,4.0,1.5,inf,14.0,Near,2.6390573296152584
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,0.10027472527472528,59.0,Near,4.07753744390572
4,2.0,5,1396371.4194148204,2.0,0.0,4.0,1.0,0.4121546961325967,111.0,Near,4.709530201312334
1,1.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,54.0,Near,3.9889840465642745
3,3.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.42201834862385323,124.0,Near,4.820281565605037
2,1.0,5,1396371.4194148204,2.0,2.0,4.0,2.0,inf,54.0,Near,3.9889840465642745
2,1.0,5,1396371.4194148204,2.0,2.0,4.0,2.0,inf,19.0,Near,2.9444389791664403
4,4.0,5,1396371.4194148204,2.0,0.0,3.0,1.5,0.2628951747088186,84.0,Near,4.430816798843313
3,1.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.41118421052631576,124.0,Near,4.820281565605037
2,3.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,59.0,Near,4.07753744390572
3,1.0,5,1396371.4194148204,2.0,0.0,1.0,3.0,0.5175879396984925,134.0,Near,4.897839799950911
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,0.08265424912689173,64.0,Near,4.1588830833596715
3,0.0,5,1396371.4194148204,2.0,0.0,1.0,1.5,0.6867469879518072,134.0,Near,4.897839799950911
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,23.0,Near,3.1354942159291497
2,1.0,5,1396371.4194148204,2.0,1.0,1.0,1.0,0.7905759162303665,49.0,Near,3.8918202981106265
4,2.0,5,1396371.4194148204,2.0,0.0,1.0,2.0,0.6707317073170732,134.0,Near,4.897839799950911
1,1.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,64.0,Near,4.1588830833596715
2,1.0,5,1396371.4194148204,2.0,2.0,1.0,2.0,inf,54.0,Near,3.9889840465642745
5,2.0,5,1396371.4194148204,2.0,0.0,0.0,1.6666666666666667,0.4159613059250302,104.0,Near,4.6443908991413725
3,1.0,5,1396371.4194148204,2.0,0.0,0.0,1.5,0.7682926829268293,134.0,Near,4.897839799950911
1,1.0,5,1396371.4194148204,2.0,2.0,0.0,1.0,inf,10.0,Near,2.302585092994046
2,2.0,5,1396371.4194148204,2.0,2.0,1.0,1.0,inf,24.0,Near,3.1780538303479458
2,2.0,0,797296.3130086061,0.0,0.0,3.0,2.0,0.2037351443123939,94.0,Medium,4.543294782270004
2,1.0,0,797296.3130086061,0.0,1.0,1.0,1.0,0.5323383084577115,17.0,Medium,2.833213344056216
3,2.0,0,797296.3130086061,0.0,0.0,1.0,1.5,0.2379182156133829,74.0,Medium,4.30406509320417
3,0.0,0,797296.3130086061,0.0,0.0,1.0,3.0,0.2195945945945946,74.0,Medium,4.30406509320417
3,2.0,0,797296.3130086061,0.0,1.0,4.0,1.5,0.5488372093023256,19.0,Medium,2.9444389791664403
3,2.0,0,797296.3130086061,0.0,1.0,1.0,1.5,0.5,12.0,Medium,2.4849066497880004
2,1.0,0,797296.3130086061,0.0,0.0,1.0,2.0,0.19626168224299065,74.0,Medium,4.30406509320417
3,2.0,0,797296.3130086061,0.0,0.0,1.0,1.5,0.22905982905982905,64.0,Medium,4.1588830833596715
4,2.0,0,797296.3130086061,0.0,0.0,1.0,2.0,0.2223756906077348,64.0,Medium,4.1588830833596715
2,1.0,0,797296.3130086061,0.0,0.0,1.0,2.0,0.12892561983471074,74.0,Medium,4.30406509320417
2,3.0,0,797296.3130086061,0.0,0.0,1.0,2.0,0.13709677419354838,74.0,Medium,4.30406509320417
5,2.0,0,797296.3130086061,0.0,0.0,1.0,2.5,0.28859060402684567,52.0,Medium,3.9512437185814275
3,2.0,0,797296.3130086061,0.0,0.0,1.0,3.0,0.15463917525773196,69.0,Medium,4.23410650459726
2,1.0,0,797296.3130086061,0.0,2.0,1.0,2.0,0.5240963855421686,16.0,Medium,2.772588722239781
8,4.0,0,797296.3130086061,0.0,0.0,4.0,2.0,0.18025078369905956,64.0,Medium,4.1588830833596715
3,2.0,0,797296.3130086061,0.0,0.0,1.0,3.0,0.1475,64.0,Medium,4.1588830833596715
4,2.0,0,797296.3130086061,0.0,0.0,1.0,4.0,0.2880886426592798,49.0,Medium,3.8918202981106265
3,2.0,0,797296.3130086061,0.0,0.0,4.0,1.5,0.796812749003984,12.0,Medium,2.4849066497880004
3,1.0,0,797296.3130086061,0.0,0.0,1.0,3.0,0.13502673796791445,74.0,Medium,4.30406509320417
2,1.0,0,797296.3130086061,0.0,2.0,0.0,2.0,0.6535433070866141,54.0,Medium,3.9889840465642745
3,1.0,0,797296.3130086061,0.0,0.0,4.0,3.0,0.21428571428571427,64.0,Medium,4.1588830833596715
2,2.0,0,797296.3130086061,0.0,0.0,1.0,2.0,0.13651877133105803,69.0,Medium,4.23410650459726
2,3.0,0,797296.3130086061,0.0,0.0,1.0,2.0,0.10407725321888411,74.0,Medium,4.30406509320417
2,2.0,0,797296.3130086061,0.0,0.0,4.0,2.0,0.15551181102362205,69.0,Medium,4.23410650459726
4,1.0,0,797296.3130086061,0.0,0.0,1.0,2.0,0.32263513513513514,74.0,Medium,4.30406509320417
3,1.0,0,797296.3130086061,0.0,0.0,1.0,3.0,0.16610738255033558,64.0,Medium,4.1588830833596715
3,2.0,0,802480.05385714,0.0,0.0,1.0,2.0,0.13782051282051283,59.0,Medium,4.07753744390572
3,1.0,0,802480.05385714,0.0,0.0,3.0,3.0,0.16634799235181644,64.0,Medium,4.1588830833596715
2,1.0,0,802480.05385714,0.0,1.0,4.0,2.0,0.9,11.0,Medium,2.3978952727983707
3,1.0,0,802480.05385714,0.0,0.0,1.0,3.0,0.2205128205128205,69.0,Medium,4.23410650459726
2,1.0,0,802480.05385714,0.0,0.0,1.0,2.0,0.33534743202416917,64.0,Medium,4.1588830833596715
3,3.0,0,802480.05385714,0.0,0.0,1.0,3.0,0.13902053712480253,74.0,Medium,4.30406509320417
2,2.0,0,802480.05385714,0.0,0.0,0.0,2.0,0.1317365269461078,74.0,Medium,4.30406509320417
2,1.0,0,802480.05385714,0.0,2.0,3.0,2.0,0.9550561797752809,54.0,Medium,3.9889840465642745
2,1.0,0,802480.05385714,0.0,0.0,1.0,2.0,0.22010869565217392,69.0,Medium,4.23410650459726
4,1.0,0,802480.05385714,0.0,0.0,1.0,4.0,0.24050632911392406,69.0,Medium,4.23410650459726
3,1.0,0,802480.05385714,0.0,0.0,0.0,3.0,0.038461538461538464,44.0,Medium,3.784189633918261
4,2.0,0,802480.05385714,0.0,0.0,1.0,2.0,0.3761996161228407,34.0,Medium,3.5263605246161616
3,2.0,0,802480.05385714,0.0,0.0,1.0,3.0,0.02922077922077922,59.0,Medium,4.07753744390572
3,1.0,0,802480.05385714,0.0,0.0,0.0,3.0,0.28804347826086957,64.0,Medium,4.1588830833596715
3,2.0,0,802480.05385714,0.0,0.0,1.0,3.0,0.16694772344013492,74.0,Medium,4.30406509320417
2,3.0,0,802480.05385714,0.0,0.0,1.0,2.0,0.12183544303797468,64.0,Medium,4.1588830833596715
3,1.0,0,802480.05385714,0.0,0.0,1.0,2.0,0.20581113801452786,64.0,Medium,4.1588830833596715
2,1.0,5,1089703.3077465568,20.0,0.0,1.0,2.0,0.1325136612021858,74.0,Medium,4.30406509320417
2,1.0,5,1089703.3077465568,20.0,2.0,1.0,2.0,inf,54.0,Medium,3.9889840465642745
3,1.0,5,1089703.3077465568,20.0,0.0,1.0,3.0,0.18156028368794327,104.0,Medium,4.6443908991413725
3,2.0,5,1089703.3077465568,20.0,0.0,1.0,2.0,0.17622377622377622,75.0,Medium,4.31748811353631
3,1.0,5,1089703.3077465568,20.0,1.0,1.0,1.5,0.5728155339805825,22.0,Medium,3.091042453358316
3,1.0,5,1089703.3077465568,20.0,0.0,1.0,3.0,0.17259786476868327,94.0,Medium,4.543294782270004
2,1.0,5,1089703.3077465568,20.0,2.0,1.0,2.0,0.8910891089108911,54.0,Medium,3.9889840465642745
4,2.0,5,1089703.3077465568,20.0,0.0,1.0,2.0,0.371900826446281,99.0,Medium,4.59511985013459
4,1.0,5,1089703.3077465568,20.0,0.0,1.0,2.0,0.3382084095063985,99.0,Medium,4.59511985013459
4,2.0,5,1089703.3077465568,20.0,0.0,1.0,2.0,0.3302752293577982,84.0,Medium,4.430816798843313
2,1.0,5,1089703.3077465568,20.0,2.0,4.0,2.0,inf,14.0,Medium,2.6390573296152584
4,2.0,5,1089703.3077465568,20.0,0.0,1.0,4.0,0.14367816091954022,94.0,Medium,4.543294782270004
2,2.0,5,1089703.3077465568,20.0,2.0,1.0,2.0,inf,64.0,Medium,4.1588830833596715
2,1.0,5,1089703.3077465568,20.0,2.0,0.0,2.0,0.88,49.0,Medium,3.8918202981106265
3,2.0,5,1089703.3077465568,20.0,0.0,1.0,3.0,0.16712328767123288,84.0,Medium,4.430816798843313
4,1.0,5,1089703.3077465568,20.0,0.0,1.0,1.5,0.2713864306784661,74.0,Medium,4.30406509320417
3,1.0,5,1089703.3077465568,20.0,1.0,1.0,1.5,0.42777777777777776,49.0,Medium,3.8918202981106265
2,4.0,5,1089703.3077465568,20.0,0.0,0.0,2.0,0.1443478260869565,74.0,Medium,4.30406509320417
4,2.0,0,1306138.7041670436,0.0,0.0,1.0,2.0,0.22486486486486487,99.0,Medium,4.59511985013459
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,1.6666666666666667,0.6038338658146964,8.0,Medium,2.0794415416798357
4,2.0,0,1306138.7041670436,0.0,0.0,1.0,0.0,0.16054313099041534,104.0,Medium,4.6443908991413725
3,2.0,0,1306138.7041670436,0.0,1.0,1.0,1.5,0.5622489959839357,19.0,Medium,2.9444389791664403
2,1.0,0,1306138.7041670436,0.0,2.0,1.0,2.0,0.1404320987654321,59.0,Medium,4.07753744390572
3,0.0,0,1306138.7041670436,0.0,0.0,1.0,1.5,0.2756892230576441,74.0,Medium,4.30406509320417
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,3.0,0.3165735567970205,79.0,Medium,4.3694478524670215
2,1.0,0,1306138.7041670436,0.0,0.0,1.0,2.0,0.1400359066427289,69.0,Medium,4.23410650459726
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,3.0,0.2,64.0,Medium,4.1588830833596715
3,2.0,0,1306138.7041670436,0.0,1.0,1.0,1.5,inf,44.0,Medium,3.784189633918261
1,1.0,0,1306138.7041670436,0.0,2.0,1.0,1.0,0.06982248520710059,64.0,Medium,4.1588830833596715
3,1.0,0,1306138.7041670436,0.0,0.0,1.0,3.0,0.16011644832605532,49.0,Medium,3.8918202981106265
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,1.5,0.2713815789473684,104.0,Medium,4.6443908991413725
2,1.0,0,1306138.7041670436,0.0,2.0,1.0,2.0,0.10818307905686546,64.0,Medium,4.1588830833596715
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,3.0,0.20260492040520983,74.0,Medium,4.30406509320417
4,1.0,0,1306138.7041670436,0.0,0.0,4.0,2.0,0.3126801152737752,74.0,Medium,4.30406509320417
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,3.0,0.24496124031007752,94.0,Medium,4.543294782270004
5,2.0,0,1306138.7041670436,0.0,0.0,1.0,2.0,0.42380261248185774,17.0,Medium,2.833213344056216
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,1.5,0.3391812865497076,24.0,Medium,3.1780538303479458
5,1.0,0,1306138.7041670436,0.0,0.0,1.0,1.6666666666666667,0.4085487077534791,104.0,Medium,4.6443908991413725
2,1.0,0,1306138.7041670436,0.0,2.0,0.0,2.0,0.9859154929577465,64.0,Medium,4.1588830833596715
3,1.0,0,1306138.7041670436,0.0,0.0,1.0,3.0,0.19262981574539365,74.0,Medium,4.30406509320417
3,2.0,0,1306138.7041670436,0.0,0.0,4.0,1.5,0.2026378896882494,74.0,Medium,4.30406509320417
2,1.0,0,1306138.7041670436,0.0,1.0,1.0,1.0,1.0887096774193548,14.0,Medium,2.6390573296152584
3,2.0,0,1306138.7041670436,0.0,0.0,1.0,1.5,0.18862690707350901,44.0,Medium,3.784189633918261
4,3.0,0,1306138.7041670436,0.0,0.0,1.0,2.0,0.3692551505546751,89.0,Medium,4.48863636973214
3,1.0,0,1306138.7041670436,0.0,0.0,3.0,3.0,0.22727272727272727,94.0,Medium,4.543294782270004
4,2.0,0,1306138.7041670436,0.0,0.0,1.0,4.0,0.2991735537190083,84.0,Medium,4.430816798843313
1,1.0,0,1306138.7041670436,0.0,2.0,3.0,1.0,inf,32.0,Medium,3.4657359027997265
4,2.0,0,1306138.7041670436,0.0,0.0,1.0,1.3333333333333333,0.5180921052631579,44.0,Medium,3.784189633918261
3,1.0,0,1306138.7041670436,0.0,1.0,1.0,1.5,0.582010582010582,34.0,Medium,3.5263605246161616
4,3.0,0,1306138.7041670436,0.0,0.0,1.0,1.3333333333333333,0.5660639777468707,17.0,Medium,2.833213344056216
2,1.0,0,1306138.7041670436,0.0,1.0,0.0,2.0,0.8955223880597015,12.0,Medium,2.4849066497880004
3,2.0,0,1306138.7041670436,0.0,2.0,0.0,1.5,inf,24.0,Medium,3.1780538303479458
3,4.0,6,965256.018560744,3.0,0.0,1.0,3.0,0.19095477386934673,49.0,Medium,3.8918202981106265
3,4.0,6,965256.018560744,3.0,0.0,3.0,1.5,0.35094339622641507,44.0,Medium,3.784189633918261
3,2.0,6,965256.018560744,3.0,0.0,3.0,1.5,0.28596491228070176,44.0,Medium,3.784189633918261
4,2.0,6,965256.018560744,3.0,0.0,1.0,2.0,0.4699537750385208,24.0,Medium,3.1780538303479458
4,2.0,6,965256.018560744,3.0,0.0,3.0,4.0,0.17421602787456447,39.0,Medium,3.6635616461296463
4,2.0,6,965256.018560744,3.0,0.0,3.0,2.0,0.25326797385620914,44.0,Medium,3.784189633918261
3,2.0,6,793200.7066313669,21.0,0.0,1.0,1.5,0.29282576866764276,29.0,Medium,3.367295829986474
3,1.0,6,793200.7066313669,21.0,0.0,3.0,3.0,0.19330855018587362,54.0,Medium,3.9889840465642745
3,1.0,6,793200.7066313669,21.0,1.0,3.0,1.5,0.6072507552870091,14.0,Medium,2.6390573296152584
4,1.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.43252595155709345,13.0,Medium,2.5649493574615367
3,2.0,6,793200.7066313669,21.0,0.0,4.0,1.5,0.4027777777777778,25.0,Medium,3.2188758248682006
4,1.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.34814814814814815,46.0,Medium,3.828641396489095
4,1.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.20257234726688103,59.0,Medium,4.07753744390572
3,3.0,6,793200.7066313669,21.0,0.0,1.0,1.5,0.19642857142857142,44.0,Medium,3.784189633918261
3,2.0,6,793200.7066313669,21.0,0.0,3.0,1.5,0.028413376917274327,11.0,Medium,2.3978952727983707
3,1.0,6,793200.7066313669,21.0,0.0,1.0,1.5,0.2631578947368421,64.0,Medium,4.1588830833596715
3,2.0,6,793200.7066313669,21.0,0.0,1.0,1.5,0.2605633802816901,54.0,Medium,3.9889840465642745
3,1.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.32281553398058255,21.0,Medium,3.044522437723423
3,2.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.2106164383561644,44.0,Medium,3.784189633918261
3,2.0,6,793200.7066313669,21.0,2.0,1.0,1.5,1.2321428571428572,11.0,Medium,2.3978952727983707
4,1.0,6,793200.7066313669,21.0,1.0,1.0,1.3333333333333333,0.7981366459627329,74.0,Medium,4.30406509320417
4,2.0,6,793200.7066313669,21.0,0.0,3.0,2.0,0.2442953020134228,32.0,Medium,3.4657359027997265
3,2.0,6,793200.7066313669,21.0,0.0,1.0,1.0,0.3504132231404959,44.0,Medium,3.784189633918261
4,2.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.4078303425774878,13.0,Medium,2.5649493574615367
3,1.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.17812061711079943,54.0,Medium,3.9889840465642745
3,2.0,6,793200.7066313669,21.0,2.0,1.0,3.0,0.2897727272727273,24.0,Medium,3.1780538303479458
4,2.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.34536082474226804,44.0,Medium,3.784189633918261
4,3.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.2598870056497175,34.0,Medium,3.5263605246161616
3,1.0,6,793200.7066313669,21.0,1.0,1.0,1.5,0.35454545454545455,29.0,Medium,3.367295829986474
3,2.0,6,793200.7066313669,21.0,1.0,3.0,1.5,0.6875,26.0,Medium,3.258096538021482
3,2.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.23267326732673269,59.0,Medium,4.07753744390572
3,2.0,6,793200.7066313669,21.0,0.0,1.0,1.5,0.21508379888268156,54.0,Medium,3.9889840465642745
2,2.0,6,793200.7066313669,21.0,2.0,1.0,5.0,inf,34.0,Medium,3.5263605246161616
4,2.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.31868131868131866,54.0,Medium,3.9889840465642745
3,2.0,6,793200.7066313669,21.0,0.0,3.0,3.0,0.22140221402214022,54.0,Medium,3.9889840465642745
4,2.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.2886297376093295,29.0,Medium,3.367295829986474
3,1.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.22123893805309736,54.0,Medium,3.9889840465642745
3,1.0,6,793200.7066313669,21.0,0.0,1.0,1.5,0.2,7.0,Medium,1.9459101490553132
4,2.0,6,793200.7066313669,21.0,0.0,3.0,2.0,0.33638025594149906,24.0,Medium,3.1780538303479458
3,2.0,6,793200.7066313669,21.0,0.0,0.0,1.5,0.1400862068965517,54.0,Medium,3.9889840465642745
3,1.0,6,793200.7066313669,21.0,0.0,1.0,4.0,0.26534296028880866,64.0,Medium,4.1588830833596715
3,2.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.1881720430107527,44.0,Medium,3.784189633918261
3,2.0,6,793200.7066313669,21.0,0.0,1.0,3.0,0.3262987012987013,54.0,Medium,3.9889840465642745
3,1.0,6,793200.7066313669,21.0,1.0,3.0,1.5,0.415625,11.0,Medium,2.3978952727983707
4,2.0,6,793200.7066313669,21.0,0.0,1.0,2.0,0.42830882352941174,44.0,Medium,3.784189633918261
3,4.0,6,793200.7066313669,21.0,0.0,3.0,1.5,0.205685618729097,54.0,Medium,3.9889840465642745
3,1.0,2,824786.9009898342,18.0,0.0,1.0,3.0,0.8313253012048193,24.0,Near,3.1780538303479458
3,1.0,2,824786.9009898342,18.0,0.0,1.0,3.0,0.5638297872340425,114.0,Near,4.736198448394496
3,1.0,2,824786.9009898342,18.0,0.0,1.0,3.0,0.6080402010050251,114.0,Near,4.736198448394496
2,1.0,2,824786.9009898342,18.0,2.0,1.0,2.0,inf,16.0,Near,2.772588722239781
2,1.0,2,824786.9009898342,18.0,2.0,4.0,2.0,inf,54.0,Near,3.9889840465642745
2,1.0,2,824786.9009898342,18.0,2.0,3.0,2.0,inf,22.0,Near,3.091042453358316
3,1.0,2,824786.9009898342,18.0,0.0,1.0,3.0,0.397887323943662,124.0,Near,4.820281565605037
3,0.0,2,824786.9009898342,18.0,0.0,0.0,3.0,0.4444444444444444,124.0,Near,4.820281565605037
2,1.0,2,824786.9009898342,18.0,1.0,1.0,2.0,0.3446153846153846,22.0,Near,3.091042453358316
2,1.0,2,824786.9009898342,18.0,0.0,1.0,1.0,0.9130434782608695,25.0,Near,3.2188758248682006
2,1.0,2,824786.9009898342,18.0,0.0,1.0,2.0,0.41379310344827586,124.0,Near,4.820281565605037
2,1.0,2,824786.9009898342,18.0,0.0,3.0,2.0,0.6073619631901841,124.0,Near,4.820281565605037
3,1.0,2,824786.9009898342,18.0,0.0,1.0,3.0,0.45023696682464454,32.0,Near,3.4657359027997265
3,0.0,2,824786.9009898342,18.0,0.0,1.0,3.0,0.5648535564853556,114.0,Near,4.736198448394496
5,2.0,2,824786.9009898342,18.0,0.0,0.0,2.5,0.47703180212014135,134.0,Near,4.897839799950911
3,0.0,2,824786.9009898342,18.0,0.0,1.0,3.0,0.43636363636363634,124.0,Near,4.820281565605037
1,1.0,2,824786.9009898342,18.0,2.0,4.0,1.0,inf,12.0,Near,2.4849066497880004
2,1.0,2,824786.9009898342,18.0,2.0,1.0,1.0,0.020591647331786544,14.0,Near,2.6390573296152584
2,2.0,2,824786.9009898342,18.0,0.0,1.0,2.0,0.4810126582278481,59.0,Near,4.07753744390572
2,1.0,2,824786.9009898342,18.0,2.0,3.0,2.0,0.02047005307050796,14.0,Near,2.6390573296152584
1,1.0,2,824786.9009898342,18.0,2.0,4.0,1.0,inf,12.0,Near,2.4849066497880004
2,2.0,2,824786.9009898342,18.0,0.0,3.0,1.0,0.7514792899408284,16.0,Near,2.772588722239781
2,2.0,2,824786.9009898342,18.0,2.0,1.0,2.0,0.08280828082808281,26.0,Near,3.258096538021482
2,1.0,2,824786.9009898342,18.0,0.0,1.0,2.0,0.41706161137440756,109.0,Near,4.6913478822291435
2,0.0,2,824786.9009898342,18.0,1.0,3.0,2.0,0.5984848484848485,137.0,Near,4.919980925828125
5,2.0,2,824786.9009898342,18.0,0.0,4.0,2.5,0.47703180212014135,134.0,Near,4.897839799950911
1,0.0,2,824786.9009898342,21.0,2.0,1.0,1.0,inf,27.0,Near,3.295836866004329
2,1.0,2,824786.9009898342,18.0,0.0,3.0,1.5,1.3829787234042554,22.0,Near,3.091042453358316
3,2.0,2,824786.9009898342,18.0,0.0,1.0,1.5,0.588,124.0,Near,4.820281565605037
3,2.0,2,824786.9009898342,18.0,0.0,3.0,1.5,0.6255924170616114,27.0,Near,3.295836866004329
2,1.0,2,824786.9009898342,21.0,0.0,3.0,2.0,0.5126903553299492,134.0,Near,4.897839799950911
3,2.0,2,824786.9009898342,18.0,1.0,3.0,1.5,0.11515664690939881,21.0,Near,3.044522437723423
