Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname
Hughesdale,4,h,1700000,S,12-11-2016,13,3166,4,2,2,545,180,1940,Monash,Southern Metropolitan
Hughesdale,2,u,420000,VB,12-11-2016,13,3166,2,1,1,0,70,2010,Monash,Southern Metropolitan
Hughesdale,2,u,375500,S,12-11-2016,13,3166,2,1,1,0,,1970,Monash,Southern Metropolitan
Hughesdale,3,h,1350000,S,12-11-2016,13,3166,3,1,2,698,,,Monash,Southern Metropolitan
Hughesdale,4,h,900000,S,13-08-2016,13,3166,1,1,1,369,,,Monash,Southern Metropolitan
Hughesdale,2,h,1262000,S,15-10-2016,13,3166,2,1,1,546,,,Monash,Southern Metropolitan
Hughesdale,4,h,1337000,S,15-10-2016,13,3166,4,1,2,696,100,1930,Monash,Southern Metropolitan
Hughesdale,2,u,455000,S,16-04-2016,13,3166,2,1,2,0,60,1960,Monash,Southern Metropolitan
Hughesdale,2,u,400000,PI,17-09-2016,13,3166,2,1,1,100,88,1975,Monash,Southern Metropolitan
Hughesdale,2,u,648000,S,18-06-2016,13,3166,2,1,1,0,,,Monash,Southern Metropolitan
Hughesdale,3,h,1210000,S,22-08-2016,13,3166,3,1,2,730,122,1940,Monash,Southern Metropolitan
Hughesdale,4,h,1167500,S,26-07-2016,13,3166,3,2,1,678,184,1950,Monash,Southern Metropolitan
Hughesdale,3,t,900000,S,26-07-2016,13,3166,3,2,1,360,154,1975,Monash,Southern Metropolitan
Hughesdale,4,h,1322000,S,28-08-2016,13,3166,3,2,4,738,,,Monash,Southern Metropolitan
Hughesdale,2,h,677500,PI,30-07-2016,13,3166,2,1,4,575,83,1950,Monash,Southern Metropolitan
Ivanhoe,2,u,480000,VB,03-09-2016,7.9,3079,2,1,1,0,,,Banyule,Eastern Metropolitan
Ivanhoe,2,u,430000,VB,03-12-2016,7.9,3079,2,1,1,0,,1970,Banyule,Eastern Metropolitan
Ivanhoe,1,u,460000,SP,03-12-2016,7.9,3079,1,1,0,75,,1970,Banyule,Eastern Metropolitan
Ivanhoe,4,h,1601000,S,03-12-2016,7.9,3079,4,3,2,610,,,Banyule,Eastern Metropolitan
Ivanhoe,4,h,2265000,S,04-03-2017,7.9,3079,4,2,2,925,208,1925,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1680000,VB,04-03-2017,7.9,3079,3,2,2,665,,,Banyule,Eastern Metropolitan
Ivanhoe,2,u,440000,SP,04-03-2017,7.9,3079,2,1,0,0,,1960,Banyule,Eastern Metropolitan
Ivanhoe,4,h,2350000,S,04-03-2017,7.9,3079,4,2,2,638,,,Banyule,Eastern Metropolitan
Ivanhoe,3,t,962000,S,04-03-2017,7.9,3079,3,2,1,108,,,Banyule,Eastern Metropolitan
Ivanhoe,3,h,981000,S,04-06-2016,7.9,3079,5,3,2,626,378,2016,Banyule,Eastern Metropolitan
Ivanhoe,4,h,2400000,S,04-06-2016,7.9,3079,0,2,2,1252,201,1920,Banyule,Eastern Metropolitan
Ivanhoe,3,t,890000,S,04-06-2016,7.9,3079,3,2,2,249,140,2005,Banyule,Eastern Metropolitan
Ivanhoe,2,u,490000,S,07-05-2016,7.9,3079,2,1,1,0,,1960,Banyule,Eastern Metropolitan
Ivanhoe,2,u,739000,S,07-05-2016,7.9,3079,2,1,1,648,91,1965,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1340000,S,07-05-2016,7.9,3079,2,1,1,571,,,Banyule,Eastern Metropolitan
Ivanhoe,3,h,785000,S,07-11-2016,7.9,3079,3,2,0,399,110,1950,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1155000,S,07-11-2016,7.9,3079,3,1,2,537,170,1945,Banyule,Eastern Metropolitan
Ivanhoe,4,h,1300000,S,07-11-2016,7.9,3079,4,1,1,586,,,Banyule,Eastern Metropolitan
Ivanhoe,2,h,1020000,S,10-09-2016,7.9,3079,2,1,1,557,78,1955,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1796000,S,10-09-2016,7.9,3079,3,1,1,614,,,Banyule,Eastern Metropolitan
Ivanhoe,2,h,790000,S,10-09-2016,7.9,3079,2,1,1,221,,,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1465000,S,10-09-2016,7.9,3079,3,1,2,630,126,1960,Banyule,Eastern Metropolitan
Ivanhoe,3,t,855000,S,10-12-2016,7.9,3079,3,2,2,0,130,1980,Banyule,Eastern Metropolitan
Ivanhoe,2,u,705000,S,10-12-2016,7.9,3079,2,1,1,94,,,Banyule,Eastern Metropolitan
Ivanhoe,2,u,504000,S,10-12-2016,7.9,3079,2,1,1,0,,,Banyule,Eastern Metropolitan
Ivanhoe,1,u,413000,S,10-12-2016,7.9,3079,1,1,1,845,59,1960,Banyule,Eastern Metropolitan
Ivanhoe,3,t,1010000,S,10-12-2016,7.9,3079,3,2,2,314,,2003,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1220000,S,11-02-2017,7.9,3079,3,1,1,687,110,1975,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1605000,S,12-11-2016,7.9,3079,3,2,2,608,165,1920,Banyule,Eastern Metropolitan
Ivanhoe,2,u,587000,S,12-11-2016,7.9,3079,2,1,1,721,78,1960,Banyule,Eastern Metropolitan
Ivanhoe,2,u,475000,SP,12-11-2016,7.9,3079,2,1,1,0,,1960,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1075000,S,14-05-2016,7.9,3079,3,1,2,677,,1950,Banyule,Eastern Metropolitan
Ivanhoe,2,u,465000,S,14-05-2016,7.9,3079,2,1,1,795,,1970,Banyule,Eastern Metropolitan
Ivanhoe,2,t,610000,VB,15-10-2016,7.9,3079,2,1,1,277,,,Banyule,Eastern Metropolitan
Ivanhoe,2,u,690000,S,15-10-2016,7.9,3079,2,1,1,103,83,,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1535000,S,15-10-2016,7.9,3079,3,1,2,691,140,1950,Banyule,Eastern Metropolitan
Ivanhoe,4,h,1470000,VB,15-10-2016,7.9,3079,4,2,1,694,217,1950,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1486000,S,15-10-2016,7.9,3079,3,1,2,645,158,1930,Banyule,Eastern Metropolitan
Ivanhoe,1,u,420000,SP,16-04-2016,7.9,3079,1,1,1,55,,1970,Banyule,Eastern Metropolitan
Ivanhoe,3,t,750000,S,16-04-2016,7.9,3079,3,1,1,110,,1990,Banyule,Eastern Metropolitan
Ivanhoe,2,u,460000,VB,16-04-2016,7.9,3079,2,0,0,0,,,Banyule,Eastern Metropolitan
Ivanhoe,4,h,1615000,S,16-07-2016,7.9,3079,5,2,3,758,,,Banyule,Eastern Metropolitan
Ivanhoe,5,h,1730000,S,17-09-2016,7.9,3079,4,2,2,689,292,2007,Banyule,Eastern Metropolitan
Ivanhoe,2,t,779000,S,17-09-2016,7.9,3079,3,1,2,152,,1970,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1850000,S,18-03-2017,7.9,3079,3,2,2,684,232,2000,Banyule,Eastern Metropolitan
Ivanhoe,2,h,1910000,S,18-03-2017,7.9,3079,2,1,2,760,,,Banyule,Eastern Metropolitan
Ivanhoe,5,h,2600000,S,18-06-2016,7.9,3079,5,3,1,1006,411,1920,Banyule,Eastern Metropolitan
Ivanhoe,2,u,500000,PI,19-11-2016,7.9,3079,2,1,1,71,70,1960,Banyule,Eastern Metropolitan
Ivanhoe,3,h,950000,VB,19-11-2016,7.9,3079,3,3,2,290,,,Banyule,Eastern Metropolitan
Ivanhoe,2,u,450000,S,19-11-2016,7.9,3079,2,1,1,0,,,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1102000,S,22-05-2016,7.9,3079,3,1,1,597,115,1950,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1275000,VB,22-05-2016,7.9,3079,3,2,2,834,169,1950,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1065000,S,22-05-2016,7.9,3079,3,1,1,596,,,Banyule,Eastern Metropolitan
Ivanhoe,2,t,785000,S,22-08-2016,7.9,3079,2,2,1,124,135,2010,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1223500,S,22-08-2016,7.9,3079,3,2,2,721,136,1980,Banyule,Eastern Metropolitan
Ivanhoe,2,u,845000,S,22-08-2016,7.9,3079,2,2,2,147,,1980,Banyule,Eastern Metropolitan
Ivanhoe,4,h,1720000,S,22-08-2016,7.9,3079,4,2,3,631,233,1935,Banyule,Eastern Metropolitan
Ivanhoe,3,h,1225000,SP,23-04-2016,7.9,3079,3,1,1,572,130,1930,Banyule,Eastern Metropolitan
Ivanhoe,2,u,630000,S,24-09-2016,7.9,3079,2,1,1,199,,,Banyule,Eastern Metropolitan
Ivanhoe,4,h,1460000,S,24-09-2016,7.9,3079,4,1,2,605,181,1940,Banyule,Eastern Metropolitan
Ivanhoe,1,u,421000,SP,24-09-2016,7.9,3079,1,1,1,0,58,1992,Banyule,Eastern Metropolitan
Ivanhoe,4,h,2090000,S,25-02-2017,7.9,3079,4,3,2,608,315,1980,Banyule,Eastern Metropolitan
Ivanhoe,4,h,1758000,S,25-02-2017,7.9,3079,4,2,2,650,,,Banyule,Eastern Metropolitan
Ivanhoe,3,t,700000,S,27-06-2016,7.9,3079,3,2,1,189,110,1990,Banyule,Eastern Metropolitan
Ivanhoe,5,h,1420000,S,27-11-2016,7.9,3079,5,3,1,455,,2006,Banyule,Eastern Metropolitan
Ivanhoe,3,t,550000,PI,27-11-2016,7.9,3079,3,1,1,139,,1970,Banyule,Eastern Metropolitan
Ivanhoe,4,h,2595000,S,28-05-2016,7.9,3079,4,3,3,719,407,2007,Banyule,Eastern Metropolitan
Ivanhoe,2,t,710000,PI,28-08-2016,7.9,3079,2,1,1,134,120,2012,Banyule,Eastern Metropolitan
Ivanhoe,3,u,650000,PI,28-08-2016,7.9,3079,3,2,2,0,96,2000,Banyule,Eastern Metropolitan
Ivanhoe,1,u,385000,SP,30-07-2016,7.9,3079,1,1,1,0,,1970,Banyule,Eastern Metropolitan
Kealba,4,h,740000,SP,03-12-2016,15,3021,4,2,2,558,,,Brimbank,Western Metropolitan
Kealba,4,h,500000,S,06-08-2016,15,3021,4,2,2,579,,,Brimbank,Western Metropolitan
Kealba,3,h,365000,SP,07-05-2016,15,3021,3,1,0,543,,,Brimbank,Western Metropolitan
Kealba,4,h,570000,S,10-09-2016,15,3021,4,2,2,558,,,Brimbank,Western Metropolitan
Kealba,3,h,515000,S,10-12-2016,15,3021,3,1,4,597,114,1975,Brimbank,Western Metropolitan
Kealba,4,h,1095000,S,15-10-2016,15,3021,4,3,5,654,414,,Brimbank,Western Metropolitan
Kealba,3,h,582000,SP,16-07-2016,15,3021,3,2,4,530,186,1980,Brimbank,Western Metropolitan
Kealba,3,h,545000,SP,16-07-2016,15,3021,3,2,2,570,163,1980,Brimbank,Western Metropolitan
Kealba,3,h,461000,S,19-11-2016,15,3021,3,1,0,534,,,Brimbank,Western Metropolitan
Kealba,4,h,751000,S,19-11-2016,15,3021,4,2,2,649,305,2000,Brimbank,Western Metropolitan
Kealba,4,h,500000,SP,22-08-2016,15,3021,4,1,2,574,100,1985,Brimbank,Western Metropolitan
Kealba,4,h,560000,SP,24-09-2016,15,3021,4,2,2,612,155,1980,Brimbank,Western Metropolitan
Kealba,3,h,320000,VB,27-06-2016,15,3021,3,2,1,119,,,Brimbank,Western Metropolitan
Kealba,3,h,450000,SP,28-05-2016,15,3021,3,1,2,548,,,Brimbank,Western Metropolitan
Keilor East,3,h,703000,S,03-09-2016,12.8,3033,3,2,2,683,200,1995,Moonee Valley,Western Metropolitan
Keilor East,3,h,650000,SP,03-09-2016,12.8,3033,3,1,1,538,104,1970,Moonee Valley,Western Metropolitan
Keilor East,3,t,770000,SP,03-12-2016,12.8,3033,3,2,1,331,201,2010,Moonee Valley,Western Metropolitan
Keilor East,3,t,480000,S,03-12-2016,12.8,3033,3,2,1,184,,2012,Moonee Valley,Western Metropolitan
Keilor East,3,h,590000,S,03-12-2016,12.8,3033,3,1,2,610,,1974,Moonee Valley,Western Metropolitan
Keilor East,4,h,900000,S,03-12-2016,12.8,3033,4,2,1,289,125,2011,Moonee Valley,Western Metropolitan
Keilor East,3,h,935000,S,04-03-2017,12.8,3033,3,1,2,662,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,700000,VB,04-03-2017,12.8,3033,3,2,2,288,116,1999,Moonee Valley,Western Metropolitan
Keilor East,3,h,675000,S,04-03-2017,12.8,3033,3,2,1,549,,,Moonee Valley,Western Metropolitan
Keilor East,4,h,816000,S,04-03-2017,12.8,3033,4,2,1,540,188,1978,Moonee Valley,Western Metropolitan
Keilor East,4,h,845000,S,04-06-2016,12.8,3033,3,1,1,622,126,1965,Moonee Valley,Western Metropolitan
Keilor East,3,h,725000,S,04-06-2016,12.8,3033,3,1,1,657,,1965,Moonee Valley,Western Metropolitan
Keilor East,3,h,772000,S,07-05-2016,12.8,3033,3,2,3,672,132,1980,Moonee Valley,Western Metropolitan
Keilor East,3,h,650000,SP,07-05-2016,12.8,3033,3,2,2,3977,113,2013,Moonee Valley,Western Metropolitan
Keilor East,3,h,757000,S,07-11-2016,12.8,3033,3,2,1,532,140,1960,Moonee Valley,Western Metropolitan
Keilor East,3,h,690000,S,08-10-2016,12.8,3033,3,2,2,568,148,1970,Moonee Valley,Western Metropolitan
Keilor East,3,t,785000,S,08-10-2016,12.8,3033,3,2,2,610,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,583000,S,10-09-2016,12.8,3033,3,1,1,412,133,2003,Moonee Valley,Western Metropolitan
Keilor East,4,h,920000,S,10-09-2016,12.8,3033,3,2,2,603,,1975,Moonee Valley,Western Metropolitan
Keilor East,3,h,880000,S,10-12-2016,12.8,3033,3,1,2,584,123,1980,Moonee Valley,Western Metropolitan
Keilor East,3,u,580000,S,10-12-2016,12.8,3033,3,2,2,112,138,2013,Moonee Valley,Western Metropolitan
Keilor East,4,t,886000,S,10-12-2016,12.8,3033,4,3,1,322,257,1950,Moonee Valley,Western Metropolitan
Keilor East,4,h,970000,S,10-12-2016,12.8,3033,4,2,4,659,,,Moonee Valley,Western Metropolitan
Keilor East,4,h,920000,SP,10-12-2016,12.8,3033,4,2,2,745,182,1992,Moonee Valley,Western Metropolitan
Keilor East,3,h,625000,S,10-12-2016,12.8,3033,3,1,2,539,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,825000,S,10-12-2016,12.8,3033,3,3,1,318,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,695000,S,11-02-2017,12.8,3033,3,1,1,564,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,915000,S,11-03-2017,12.8,3033,3,1,2,610,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,976000,S,12-11-2016,12.8,3033,3,3,2,605,212,1980,Moonee Valley,Western Metropolitan
Keilor East,2,t,520000,S,12-11-2016,12.8,3033,2,2,2,54,,,Moonee Valley,Western Metropolitan
Keilor East,4,h,1420000,S,12-11-2016,12.8,3033,4,2,2,613,250,2011,Moonee Valley,Western Metropolitan
Keilor East,3,h,900000,S,12-11-2016,12.8,3033,3,1,1,713,127,1970,Moonee Valley,Western Metropolitan
Keilor East,2,u,470000,VB,13-08-2016,12.8,3033,2,1,1,218,88,,Moonee Valley,Western Metropolitan
Keilor East,5,h,1100000,PI,14-05-2016,12.8,3033,4,2,2,781,,,Moonee Valley,Western Metropolitan
Keilor East,3,u,470000,SP,14-05-2016,12.8,3033,3,1,1,254,,,Moonee Valley,Western Metropolitan
Keilor East,2,h,380000,S,14-05-2016,12.8,3033,2,1,1,116,,,Moonee Valley,Western Metropolitan
Keilor East,3,u,560000,S,14-05-2016,12.8,3033,3,1,2,352,102,2000,Moonee Valley,Western Metropolitan
Keilor East,4,h,1010000,S,14-05-2016,12.8,3033,4,2,2,776,268,1980,Moonee Valley,Western Metropolitan
Keilor East,3,h,740000,S,15-10-2016,12.8,3033,3,1,2,684,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,630000,S,16-04-2016,12.8,3033,2,2,1,221,,,Moonee Valley,Western Metropolitan
Keilor East,4,h,835000,S,16-04-2016,12.8,3033,4,2,3,708,184,1990,Moonee Valley,Western Metropolitan
Keilor East,3,t,705000,S,16-04-2016,12.8,3033,3,2,1,440,156,1995,Moonee Valley,Western Metropolitan
Keilor East,3,t,680000,SP,18-03-2017,12.8,3033,3,2,2,224,154,1998,Moonee Valley,Western Metropolitan
Keilor East,4,h,871000,S,18-06-2016,12.8,3033,4,2,2,570,,,Moonee Valley,Western Metropolitan
Keilor East,5,h,808000,S,18-06-2016,12.8,3033,5,2,2,561,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,891000,S,18-06-2016,12.8,3033,3,3,1,292,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,785000,S,18-06-2016,12.8,3033,3,1,2,606,141,1965,Moonee Valley,Western Metropolitan
Keilor East,3,h,695000,S,19-11-2016,12.8,3033,3,2,2,716,154,1970,Moonee Valley,Western Metropolitan
Keilor East,4,t,807000,S,22-05-2016,12.8,3033,4,2,2,319,,,Moonee Valley,Western Metropolitan
Keilor East,2,u,502000,S,22-05-2016,12.8,3033,5,1,2,0,85,1990,Moonee Valley,Western Metropolitan
Keilor East,4,h,770000,S,22-05-2016,12.8,3033,4,2,2,546,174,1970,Moonee Valley,Western Metropolitan
Keilor East,5,h,700000,PI,22-05-2016,12.8,3033,4,2,2,629,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,570000,SP,22-05-2016,12.8,3033,3,1,2,542,120,1970,Moonee Valley,Western Metropolitan
Keilor East,4,h,830000,S,22-08-2016,12.8,3033,4,2,2,686,198,1995,Moonee Valley,Western Metropolitan
Keilor East,3,h,600000,S,22-08-2016,12.8,3033,3,1,1,565,125,1970,Moonee Valley,Western Metropolitan
Keilor East,3,h,825000,S,23-04-2016,12.8,3033,3,2,1,630,126,2017,Moonee Valley,Western Metropolitan
Keilor East,4,h,680000,S,23-04-2016,12.8,3033,4,2,2,545,,,Brimbank,Western Metropolitan
Keilor East,3,h,720000,SP,24-09-2016,12.8,3033,3,1,2,639,18,,Moonee Valley,Western Metropolitan
Keilor East,4,h,735000,SP,24-09-2016,12.8,3033,4,2,2,547,184,2000,Moonee Valley,Western Metropolitan
Keilor East,3,h,875000,PI,26-07-2016,12.8,3033,3,2,2,928,130,1970,Moonee Valley,Western Metropolitan
Keilor East,3,h,601200,S,27-06-2016,12.8,3033,4,1,1,554,147,1960,Moonee Valley,Western Metropolitan
Keilor East,3,h,695000,S,27-06-2016,12.8,3033,3,1,3,0,,,Brimbank,Western Metropolitan
Keilor East,3,h,680000,S,27-06-2016,12.8,3033,3,1,2,558,105,1980,Moonee Valley,Western Metropolitan
Keilor East,3,t,660000,PI,27-11-2016,12.8,3033,3,2,1,265,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,650000,S,27-11-2016,12.8,3033,3,2,2,176,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,900000,S,27-11-2016,12.8,3033,3,1,2,600,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,823000,S,27-11-2016,12.8,3033,3,1,2,538,,,Moonee Valley,Western Metropolitan
Keilor East,4,h,847000,S,28-05-2016,12.8,3033,4,3,2,579,,,Moonee Valley,Western Metropolitan
Keilor East,3,h,705000,S,28-05-2016,12.8,3033,3,1,2,616,201,1970,Moonee Valley,Western Metropolitan
Keilor East,3,t,710000,SP,28-08-2016,12.8,3033,3,2,1,320,133,2013,Moonee Valley,Western Metropolitan
Keilor East,4,h,732000,S,28-08-2016,12.8,3033,4,2,2,544,233,1980,Moonee Valley,Western Metropolitan
Keilor East,3,h,715000,SP,30-07-2016,12.8,3033,3,2,4,598,123,1970,Moonee Valley,Western Metropolitan
Kensington,3,h,785000,S,03-09-2016,4.2,3031,2,1,1,258,64,,Melbourne,Northern Metropolitan
Kensington,3,h,852000,S,03-09-2016,4.2,3031,3,1,1,166,138,2000,Melbourne,Northern Metropolitan
Kensington,3,h,1037000,S,03-09-2016,4.2,3031,3,1,1,188,106,1910,Melbourne,Northern Metropolitan
Kensington,2,h,775000,S,03-12-2016,4.2,3031,2,1,0,150,,,Melbourne,Northern Metropolitan
Kensington,3,h,1470000,S,04-03-2017,4.2,3031,3,1,1,199,121,1910,Melbourne,Northern Metropolitan
Kensington,2,u,630000,S,04-03-2017,4.2,3031,2,2,1,0,,,Melbourne,Northern Metropolitan
Kensington,3,t,845000,S,04-03-2017,4.2,3031,3,2,1,132,105,,Moonee Valley,Northern Metropolitan
Kensington,2,u,492500,S,04-06-2016,4.2,3031,2,1,1,0,81,2008,Melbourne,Northern Metropolitan
Kensington,2,u,420000,VB,04-06-2016,4.2,3031,2,1,1,0,55,1970,Melbourne,Northern Metropolitan
Kensington,2,t,650000,S,04-06-2016,4.2,3031,2,1,1,79,,,Melbourne,Northern Metropolitan
Kensington,3,h,1050000,S,04-06-2016,4.2,3031,3,1,1,274,,1900,Melbourne,Northern Metropolitan
Kensington,3,h,1291000,SP,06-08-2016,4.2,3031,3,1,1,416,,,Melbourne,Northern Metropolitan
Kensington,2,u,420000,SP,06-08-2016,4.2,3031,2,1,1,0,80,2002,Melbourne,Northern Metropolitan
Kensington,3,h,961000,S,07-05-2016,4.2,3031,3,1,1,235,,,Melbourne,Northern Metropolitan
Kensington,3,h,1271000,S,07-05-2016,4.2,3031,3,1,1,284,113,1900,Melbourne,Northern Metropolitan
Kensington,3,h,1010000,PI,07-05-2016,4.2,3031,3,1,0,234,104,1900,Melbourne,Northern Metropolitan
Kensington,2,t,750000,S,07-05-2016,4.2,3031,2,1,1,325,112,2002,Melbourne,Northern Metropolitan
Kensington,4,h,1675000,S,07-05-2016,4.2,3031,4,2,2,279,,,Melbourne,Northern Metropolitan
Kensington,2,h,905000,S,08-10-2016,4.2,3031,2,2,1,138,126,1999,Melbourne,Northern Metropolitan
Kensington,2,h,960000,S,08-10-2016,4.2,3031,2,1,1,174,72,1900,Melbourne,Northern Metropolitan
Kensington,2,h,1031000,SP,08-10-2016,4.2,3031,2,1,1,163,99,1900,Melbourne,Northern Metropolitan
Kensington,3,t,918000,SP,08-10-2016,4.2,3031,3,2,1,788,,1998,Melbourne,Northern Metropolitan
Kensington,3,h,870000,S,08-10-2016,4.2,3031,3,1,1,211,95,1992,Melbourne,Northern Metropolitan
Kensington,3,h,1165000,S,10-09-2016,4.2,3031,3,1,0,239,135,1910,Melbourne,Northern Metropolitan
Kensington,5,h,1710000,PI,10-09-2016,4.2,3031,5,2,2,566,270,1890,Melbourne,Northern Metropolitan
Kensington,1,u,360000,VB,10-12-2016,4.2,3031,1,1,1,4267,,,Melbourne,Northern Metropolitan
Kensington,3,h,1455000,S,10-12-2016,4.2,3031,3,1,0,275,120,1900,Melbourne,Northern Metropolitan
Kensington,1,u,365000,VB,10-12-2016,4.2,3031,1,1,1,0,47,2012,Melbourne,Northern Metropolitan
Kensington,3,u,551000,S,10-12-2016,4.2,3031,3,1,1,4440,,,Melbourne,Northern Metropolitan
Kensington,2,u,442000,S,10-12-2016,4.2,3031,2,2,1,3448,71,2010,Melbourne,Northern Metropolitan
Kensington,2,h,765000,S,10-12-2016,4.2,3031,2,1,2,158,76,1965,Melbourne,Northern Metropolitan
Kensington,2,u,515000,SP,11-02-2017,4.2,3031,2,1,1,3957,81,2010,Melbourne,Northern Metropolitan
Kensington,3,u,570000,VB,11-03-2017,4.2,3031,3,1,2,0,,1990,Moonee Valley,Northern Metropolitan
Kensington,1,u,370000,VB,12-06-2016,4.2,3031,1,1,1,0,50,2012,Melbourne,Northern Metropolitan
Kensington,2,h,1005000,S,12-11-2016,4.2,3031,2,1,0,274,,,Melbourne,Northern Metropolitan
Kensington,2,h,1234500,SP,13-08-2016,4.2,3031,2,2,2,169,127,2008,Melbourne,Northern Metropolitan
Kensington,2,u,666000,S,13-08-2016,4.2,3031,2,1,2,1111,92,1998,Melbourne,Northern Metropolitan
Kensington,2,h,825000,S,14-05-2016,4.2,3031,2,1,1,211,88,1915,Melbourne,Northern Metropolitan
Kensington,2,t,770000,S,14-05-2016,4.2,3031,2,2,1,0,,,Melbourne,Northern Metropolitan
Kensington,3,h,1135000,S,15-10-2016,4.2,3031,3,1,0,0,,,Melbourne,Northern Metropolitan
Kensington,4,h,975000,S,15-10-2016,4.2,3031,4,3,1,0,,,Melbourne,Northern Metropolitan
Kensington,2,t,812000,SP,16-04-2016,4.2,3031,2,1,0,132,79,1887,Melbourne,Northern Metropolitan
Kensington,5,h,1900000,VB,16-04-2016,4.2,3031,5,2,2,566,270,1890,Melbourne,Northern Metropolitan
Kensington,1,u,445000,S,18-03-2017,4.2,3031,1,1,0,0,67,1997,Moonee Valley,Northern Metropolitan
Kensington,2,h,732000,SP,18-06-2016,4.2,3031,3,2,1,94,130,2002,Melbourne,Northern Metropolitan
Kensington,3,h,1260000,S,19-11-2016,4.2,3031,3,2,2,250,147,1900,Melbourne,Northern Metropolitan
Kensington,3,h,1000000,SP,19-11-2016,4.2,3031,3,2,2,211,132,1997,Melbourne,Northern Metropolitan
Kensington,2,h,1155000,SP,19-11-2016,4.2,3031,2,1,1,197,101,1890,Moonee Valley,Northern Metropolitan
Kensington,2,t,700000,S,19-11-2016,4.2,3031,2,1,3,62,,1997,Melbourne,Northern Metropolitan
Kensington,3,h,813500,SP,22-05-2016,4.2,3031,3,1,1,165,,,Melbourne,Northern Metropolitan
Kensington,2,u,526000,S,22-08-2016,4.2,3031,2,0,0,0,,,Melbourne,Northern Metropolitan
Kensington,3,t,790000,SP,22-08-2016,4.2,3031,3,2,2,1181,136,2003,Melbourne,Northern Metropolitan
Kensington,4,h,1365000,S,22-08-2016,4.2,3031,4,2,1,242,,,Moonee Valley,Northern Metropolitan
Kensington,2,t,700000,VB,22-08-2016,4.2,3031,2,2,1,324,97,2009,Melbourne,Northern Metropolitan
Kensington,1,u,370000,PI,22-08-2016,4.2,3031,1,1,2,0,,,Melbourne,Northern Metropolitan
Kensington,3,h,1230000,S,22-08-2016,4.2,3031,3,1,1,312,109,1915,Melbourne,Northern Metropolitan
Kensington,2,u,460000,SP,23-04-2016,4.2,3031,2,1,1,0,84,2010,Melbourne,Northern Metropolitan
Kensington,2,u,395000,PI,23-04-2016,4.2,3031,2,1,1,0,80,2002,Melbourne,Northern Metropolitan
Kensington,5,h,1001000,S,24-09-2016,4.2,3031,3,1,0,301,,,Melbourne,Northern Metropolitan
Kensington,2,h,850000,SP,24-09-2016,4.2,3031,2,1,1,169,90,1900,Melbourne,Northern Metropolitan
Kensington,3,h,1335000,S,25-02-2017,4.2,3031,3,1,3,459,,,Melbourne,Northern Metropolitan
Kensington,2,h,868000,S,25-02-2017,4.2,3031,2,1,1,97,103,2000,Melbourne,Northern Metropolitan
Kensington,2,h,960000,S,26-07-2016,4.2,3031,2,1,0,179,,1900,Melbourne,Northern Metropolitan
Kensington,2,t,773000,S,26-07-2016,4.2,3031,2,1,1,0,90,1970,Melbourne,Northern Metropolitan
Kensington,2,u,631090,S,27-06-2016,4.2,3031,2,2,1,2136,94,2012,Melbourne,Northern Metropolitan
Kensington,2,u,410000,PI,27-06-2016,4.2,3031,2,1,1,0,86,2000,Melbourne,Northern Metropolitan
Kensington,2,u,425000,S,27-11-2016,4.2,3031,2,1,1,0,59,2006,Melbourne,Northern Metropolitan
Kensington,2,h,1211000,SP,27-11-2016,4.2,3031,2,1,1,183,,,Melbourne,Northern Metropolitan
Kensington,2,u,506000,SP,27-11-2016,4.2,3031,2,1,1,0,,,Melbourne,Northern Metropolitan
Kensington,2,h,806000,S,28-05-2016,4.2,3031,2,1,1,173,,,Melbourne,Northern Metropolitan
